Part_Name,Material_Composition,Age,Condition,Location,Manufacturer,Aircraft_Model
Wing,Titanium,20,Used,Africa,Embraer,Citation X
Fuselage,Titanium,3,New,Europe,Gulfstream,CRJ900
Wing,Titanium,21,Used,Europe,Cessna,G650
Fuselage,Aluminum,44,Used,South America,Gulfstream,E175
Engine,Composite,7,Used,South America,Bombardier,737
Fuselage,Composite,1,New,Africa,Embraer,G650
Engine,Composite,18,Used,North America,Embraer,G650
Engine,Composite,48,Used,Africa,Embraer,Citation X
Avionics,Aluminum,6,Used,Asia,Boeing,Citation X
Landing Gear,Steel,41,Used,Asia,Airbus,737
Avionics,Aluminum,8,Used,South America,Gulfstream,Citation X
Fuselage,Titanium,48,Used,North America,Embraer,G650
Wing,Aluminum,4,New,North America,Gulfstream,A320
Fuselage,Titanium,32,Used,Europe,Embraer,E175
Landing Gear,Composite,46,New,North America,Airbus,E175
Fuselage,Steel,33,Used,South America,Boeing,CRJ900
Engine,Composite,23,Used,Australia,Bombardier,737
Avionics,Composite,10,Used,North America,Gulfstream,737
Wing,Aluminum,43,Used,Asia,Airbus,737
Wing,Composite,29,Used,North America,Cessna,CRJ900
Wing,Aluminum,18,New,Australia,Airbus,Citation X
Wing,Aluminum,10,Used,Europe,Boeing,G650
Engine,Composite,16,Used,South America,Airbus,737
Engine,Composite,33,New,Europe,Bombardier,E175
Wing,Composite,42,Used,Asia,Gulfstream,E175
Engine,Aluminum,5,New,South America,Airbus,Citation X
Avionics,Composite,12,New,North America,Airbus,Citation X
Avionics,Steel,18,New,South America,Airbus,A320
Wing,Aluminum,34,New,Africa,Airbus,Citation X
Wing,Titanium,37,Used,Africa,Bombardier,Citation X
Avionics,Composite,35,New,Australia,Embraer,737
Engine,Composite,30,New,South America,Cessna,737
Landing Gear,Aluminum,37,New,Europe,Bombardier,A320
Landing Gear,Composite,37,New,Europe,Bombardier,E175
Engine,Aluminum,13,Used,Africa,Bombardier,E175
Engine,Aluminum,28,Used,North America,Cessna,Citation X
Engine,Aluminum,46,Used,North America,Boeing,Citation X
Avionics,Steel,25,New,Australia,Gulfstream,A320
Avionics,Titanium,39,Used,North America,Airbus,E175
Fuselage,Aluminum,21,New,Asia,Boeing,Citation X
Landing Gear,Steel,47,New,Europe,Cessna,E175
Engine,Titanium,28,Used,Asia,Airbus,A320
Wing,Composite,33,Used,Australia,Cessna,737
Wing,Composite,17,New,Australia,Airbus,G650
Wing,Aluminum,25,Used,Asia,Cessna,E175
Landing Gear,Steel,49,Used,Africa,Embraer,G650
Fuselage,Titanium,35,Used,South America,Embraer,CRJ900
Fuselage,Aluminum,39,Used,North America,Cessna,G650
Fuselage,Titanium,44,Used,North America,Airbus,CRJ900
Fuselage,Titanium,27,Used,South America,Embraer,A320
Wing,Titanium,44,Used,North America,Boeing,CRJ900
Avionics,Steel,25,Used,Asia,Boeing,E175
Avionics,Aluminum,41,New,Africa,Cessna,Citation X
Engine,Composite,44,New,North America,Airbus,Citation X
Fuselage,Steel,17,Used,Australia,Airbus,CRJ900
Landing Gear,Steel,27,Used,Australia,Airbus,Citation X
Engine,Composite,36,Used,South America,Embraer,737
Avionics,Aluminum,42,Used,Asia,Cessna,CRJ900
Landing Gear,Aluminum,43,Used,Australia,Cessna,737
Fuselage,Aluminum,14,Used,Africa,Embraer,CRJ900
Wing,Composite,1,New,Europe,Embraer,Citation X
Engine,Aluminum,34,Used,Africa,Airbus,G650
Avionics,Composite,20,New,Australia,Gulfstream,A320
Engine,Titanium,16,Used,Europe,Airbus,E175
Engine,Steel,9,New,South America,Bombardier,Citation X
Fuselage,Aluminum,28,New,South America,Airbus,Citation X
Landing Gear,Aluminum,17,Used,North America,Airbus,Citation X
Wing,Steel,21,New,Australia,Bombardier,Citation X
Wing,Titanium,37,Used,Asia,Bombardier,CRJ900
Engine,Aluminum,49,Used,Australia,Boeing,G650
Wing,Composite,24,Used,South America,Embraer,CRJ900
Landing Gear,Steel,3,Used,Australia,Airbus,Citation X
Landing Gear,Composite,29,New,Australia,Bombardier,CRJ900
Engine,Aluminum,32,New,Europe,Airbus,737
Wing,Aluminum,20,New,Africa,Airbus,Citation X
Wing,Aluminum,31,New,Europe,Bombardier,A320
Wing,Steel,35,New,Europe,Gulfstream,G650
Landing Gear,Titanium,18,New,Africa,Boeing,737
Fuselage,Aluminum,16,Used,Africa,Boeing,E175
Landing Gear,Composite,10,Used,Europe,Boeing,737
Avionics,Composite,18,Used,Asia,Embraer,E175
Landing Gear,Titanium,3,Used,Europe,Embraer,737
Wing,Aluminum,23,Used,North America,Boeing,A320
Landing Gear,Composite,37,New,Europe,Gulfstream,737
Avionics,Steel,29,New,Asia,Embraer,Citation X
Landing Gear,Composite,17,New,North America,Boeing,737
Wing,Titanium,27,Used,Europe,Cessna,G650
Fuselage,Aluminum,32,New,Asia,Cessna,G650
Engine,Titanium,47,Used,North America,Cessna,G650
Avionics,Aluminum,44,New,Africa,Airbus,A320
Fuselage,Aluminum,11,New,Europe,Airbus,G650
Avionics,Steel,10,New,South America,Airbus,A320
Avionics,Composite,46,New,Europe,Airbus,G650
Wing,Composite,27,Used,North America,Cessna,A320
Wing,Titanium,1,New,Asia,Embraer,E175
Fuselage,Composite,47,Used,Africa,Boeing,E175
Avionics,Aluminum,14,Used,South America,Bombardier,CRJ900
Avionics,Steel,40,Used,Australia,Bombardier,E175
Fuselage,Steel,24,Used,Australia,Embraer,CRJ900
Fuselage,Aluminum,47,Used,South America,Embraer,CRJ900
Landing Gear,Aluminum,48,New,Australia,Cessna,Citation X
Fuselage,Composite,37,Used,South America,Airbus,CRJ900
Engine,Composite,49,New,North America,Airbus,737
Wing,Titanium,24,New,Africa,Boeing,737
Avionics,Aluminum,3,New,Australia,Airbus,G650
Landing Gear,Steel,30,New,Australia,Cessna,CRJ900
Fuselage,Steel,49,Used,Asia,Bombardier,G650
Engine,Titanium,11,New,North America,Boeing,Citation X
Fuselage,Aluminum,33,New,Australia,Bombardier,CRJ900
Wing,Aluminum,40,Used,Australia,Gulfstream,737
Engine,Steel,12,Used,Africa,Cessna,G650
Fuselage,Composite,41,Used,South America,Gulfstream,Citation X
Engine,Titanium,42,Used,Europe,Bombardier,CRJ900
Engine,Composite,29,New,Africa,Embraer,Citation X
Engine,Composite,31,New,South America,Embraer,A320
Avionics,Aluminum,43,Used,South America,Bombardier,Citation X
Landing Gear,Composite,20,Used,South America,Bombardier,G650
Wing,Titanium,17,Used,Australia,Boeing,737
Fuselage,Composite,30,New,Africa,Boeing,G650
Avionics,Steel,17,Used,Africa,Bombardier,737
Avionics,Steel,17,New,South America,Airbus,737
Engine,Composite,31,Used,Africa,Airbus,Citation X
Engine,Composite,46,New,Africa,Gulfstream,Citation X
Fuselage,Steel,21,Used,Asia,Cessna,G650
Wing,Composite,48,New,Asia,Cessna,CRJ900
Avionics,Aluminum,49,Used,Australia,Bombardier,E175
Engine,Composite,3,Used,South America,Airbus,CRJ900
Wing,Titanium,30,New,South America,Embraer,737
Engine,Titanium,44,New,Asia,Embraer,E175
Engine,Composite,42,Used,Australia,Gulfstream,A320
Engine,Steel,39,Used,North America,Cessna,737
Wing,Titanium,10,Used,Africa,Airbus,E175
Landing Gear,Steel,5,Used,Asia,Boeing,G650
Fuselage,Aluminum,3,New,Australia,Embraer,737
Avionics,Titanium,32,New,Europe,Embraer,737
Avionics,Composite,40,Used,North America,Boeing,A320
Engine,Composite,33,Used,Australia,Airbus,CRJ900
Wing,Titanium,43,New,Asia,Gulfstream,CRJ900
Engine,Composite,41,New,Africa,Boeing,E175
Wing,Steel,10,New,Europe,Airbus,737
Avionics,Steel,46,New,South America,Airbus,CRJ900
Fuselage,Titanium,3,Used,North America,Bombardier,737
Fuselage,Titanium,27,New,Australia,Gulfstream,737
Landing Gear,Titanium,40,New,Africa,Airbus,737
Fuselage,Composite,37,Used,Asia,Airbus,E175
Engine,Steel,32,New,North America,Airbus,Citation X
Avionics,Titanium,23,New,Australia,Gulfstream,737
Engine,Aluminum,10,Used,Australia,Cessna,Citation X
Engine,Composite,43,New,South America,Gulfstream,Citation X
Engine,Steel,22,Used,South America,Cessna,A320
Fuselage,Composite,3,Used,Asia,Embraer,A320
Wing,Titanium,27,New,Australia,Bombardier,737
Wing,Titanium,45,Used,Europe,Gulfstream,A320
Engine,Steel,19,Used,Europe,Cessna,A320
Engine,Composite,21,Used,North America,Boeing,Citation X
Fuselage,Titanium,25,New,Europe,Bombardier,CRJ900
Wing,Steel,44,New,Africa,Cessna,G650
Avionics,Aluminum,14,New,North America,Boeing,737
Wing,Aluminum,38,Used,Africa,Gulfstream,CRJ900
Landing Gear,Composite,30,Used,North America,Embraer,CRJ900
Wing,Aluminum,11,Used,Africa,Boeing,Citation X
Fuselage,Composite,4,New,Asia,Embraer,E175
Engine,Steel,6,Used,North America,Airbus,G650
Fuselage,Aluminum,4,Used,North America,Boeing,A320
Engine,Aluminum,45,New,Australia,Bombardier,737
Engine,Steel,41,New,Asia,Airbus,G650
Fuselage,Titanium,46,New,Europe,Embraer,737
Engine,Composite,16,Used,Africa,Airbus,E175
Avionics,Aluminum,35,New,Africa,Cessna,G650
Avionics,Aluminum,8,New,Asia,Bombardier,G650
Landing Gear,Titanium,25,Used,Africa,Bombardier,Citation X
Avionics,Titanium,35,New,Australia,Cessna,E175
Engine,Titanium,25,New,Europe,Cessna,737
Landing Gear,Titanium,36,Used,Africa,Gulfstream,737
Wing,Composite,40,New,Australia,Airbus,Citation X
Wing,Steel,8,New,Europe,Airbus,CRJ900
Wing,Composite,20,Used,Africa,Boeing,Citation X
Landing Gear,Composite,36,Used,Africa,Bombardier,CRJ900
Engine,Composite,27,New,North America,Gulfstream,Citation X
Landing Gear,Aluminum,28,Used,Australia,Boeing,A320
Landing Gear,Titanium,6,New,South America,Cessna,737
Landing Gear,Steel,5,New,Asia,Airbus,G650
Avionics,Titanium,9,Used,South America,Embraer,Citation X
Fuselage,Aluminum,25,New,Asia,Gulfstream,Citation X
Fuselage,Titanium,2,Used,North America,Boeing,CRJ900
Landing Gear,Steel,41,New,Australia,Embraer,E175
Fuselage,Steel,8,Used,Australia,Boeing,Citation X
Fuselage,Titanium,24,New,North America,Cessna,G650
Engine,Composite,39,New,Europe,Boeing,G650
Avionics,Aluminum,16,Used,Asia,Gulfstream,737
Engine,Steel,26,New,Australia,Gulfstream,737
Wing,Aluminum,40,New,Africa,Airbus,E175
Wing,Steel,43,New,Africa,Embraer,CRJ900
Wing,Titanium,25,New,North America,Boeing,A320
Engine,Steel,27,New,Australia,Gulfstream,737
Fuselage,Aluminum,49,Used,Africa,Boeing,E175
Fuselage,Titanium,14,New,Australia,Embraer,G650
Wing,Steel,19,Used,South America,Boeing,737
Landing Gear,Steel,35,New,Africa,Bombardier,737
Fuselage,Steel,11,Used,North America,Gulfstream,E175
Landing Gear,Composite,46,New,Australia,Gulfstream,E175
Avionics,Composite,43,New,North America,Bombardier,CRJ900
Landing Gear,Aluminum,13,New,Australia,Cessna,G650
Engine,Composite,5,New,Asia,Embraer,A320
Engine,Composite,19,Used,South America,Cessna,A320
Engine,Steel,7,New,North America,Embraer,Citation X
Engine,Aluminum,36,New,North America,Cessna,E175
Avionics,Titanium,14,New,Africa,Gulfstream,Citation X
Avionics,Steel,38,New,North America,Embraer,A320
Engine,Titanium,30,Used,Asia,Airbus,A320
Landing Gear,Composite,0,New,South America,Cessna,737
Engine,Composite,4,New,Europe,Cessna,G650
Avionics,Titanium,33,Used,Africa,Bombardier,737
Fuselage,Aluminum,27,New,North America,Gulfstream,737
Landing Gear,Composite,12,Used,South America,Bombardier,737
Fuselage,Aluminum,10,Used,North America,Embraer,737
Landing Gear,Titanium,21,New,South America,Boeing,Citation X
Fuselage,Titanium,42,Used,Africa,Embraer,CRJ900
Engine,Composite,39,New,Asia,Cessna,G650
Avionics,Aluminum,11,New,Europe,Gulfstream,A320
Fuselage,Steel,38,Used,Africa,Boeing,737
Engine,Titanium,48,Used,Asia,Gulfstream,G650
Landing Gear,Aluminum,6,New,South America,Gulfstream,A320
Avionics,Composite,14,New,South America,Embraer,Citation X
Wing,Aluminum,44,New,South America,Embraer,G650
Fuselage,Aluminum,5,New,Europe,Embraer,G650
Landing Gear,Composite,16,Used,Australia,Bombardier,Citation X
Landing Gear,Composite,35,New,North America,Airbus,E175
Avionics,Steel,14,Used,Australia,Bombardier,737
Engine,Titanium,16,New,Europe,Boeing,G650
Landing Gear,Titanium,4,New,Africa,Boeing,A320
Fuselage,Titanium,18,Used,Australia,Embraer,G650
Wing,Titanium,40,Used,Africa,Bombardier,CRJ900
Engine,Composite,24,Used,North America,Cessna,737
Wing,Steel,10,Used,Africa,Gulfstream,E175
Wing,Titanium,14,Used,South America,Airbus,E175
Landing Gear,Titanium,19,New,Europe,Airbus,CRJ900
Fuselage,Steel,5,New,South America,Embraer,CRJ900
Wing,Aluminum,4,Used,Africa,Gulfstream,E175
Fuselage,Composite,2,Used,Asia,Airbus,A320
Engine,Aluminum,17,New,Asia,Embraer,E175
Landing Gear,Aluminum,41,Used,Africa,Airbus,E175
Engine,Composite,40,New,North America,Embraer,A320
Wing,Titanium,29,Used,Africa,Embraer,A320
Avionics,Titanium,13,Used,Africa,Gulfstream,Citation X
Wing,Aluminum,17,Used,Australia,Airbus,CRJ900
Wing,Aluminum,10,Used,Asia,Bombardier,Citation X
Fuselage,Steel,48,Used,Australia,Boeing,CRJ900
Engine,Steel,47,Used,Africa,Gulfstream,G650
Fuselage,Aluminum,4,New,Africa,Boeing,CRJ900
Fuselage,Steel,4,New,Australia,Cessna,E175
Landing Gear,Aluminum,13,New,Africa,Bombardier,CRJ900
Landing Gear,Aluminum,27,New,Asia,Bombardier,G650
Avionics,Titanium,21,New,North America,Bombardier,G650
Engine,Composite,49,Used,North America,Cessna,G650
Avionics,Titanium,7,New,South America,Airbus,CRJ900
Landing Gear,Composite,28,New,Africa,Embraer,CRJ900
Engine,Steel,25,Used,Europe,Airbus,CRJ900
Wing,Composite,45,New,Australia,Bombardier,A320
Fuselage,Aluminum,17,Used,North America,Gulfstream,A320
Landing Gear,Composite,36,Used,Australia,Gulfstream,Citation X
Wing,Steel,42,Used,Europe,Embraer,CRJ900
Engine,Steel,0,New,South America,Boeing,CRJ900
Wing,Titanium,10,Used,North America,Airbus,Citation X
Landing Gear,Composite,7,Used,South America,Airbus,737
Fuselage,Aluminum,16,New,North America,Boeing,Citation X
Engine,Titanium,39,Used,Africa,Cessna,CRJ900
Avionics,Titanium,25,New,Europe,Bombardier,CRJ900
Fuselage,Titanium,9,New,Europe,Cessna,A320
Avionics,Composite,27,Used,Australia,Boeing,G650
Avionics,Aluminum,46,Used,Europe,Cessna,CRJ900
Engine,Composite,44,New,Australia,Bombardier,737
Landing Gear,Titanium,32,Used,Australia,Bombardier,Citation X
Engine,Titanium,27,Used,Europe,Gulfstream,G650
Engine,Steel,28,Used,Africa,Boeing,737
Avionics,Steel,37,Used,Australia,Gulfstream,A320
Avionics,Composite,34,Used,Asia,Boeing,G650
Engine,Aluminum,33,New,North America,Airbus,CRJ900
Avionics,Titanium,17,New,Africa,Airbus,E175
Avionics,Titanium,29,Used,Europe,Cessna,737
Fuselage,Aluminum,27,Used,Australia,Embraer,A320
Wing,Titanium,46,Used,Asia,Boeing,G650
Landing Gear,Aluminum,41,New,North America,Cessna,G650
Landing Gear,Steel,47,Used,Europe,Gulfstream,A320
Landing Gear,Titanium,10,Used,Europe,Bombardier,G650
Avionics,Composite,17,Used,Europe,Gulfstream,Citation X
Wing,Aluminum,0,Used,Europe,Airbus,Citation X
Engine,Aluminum,15,Used,Asia,Embraer,G650
Wing,Titanium,42,New,Australia,Boeing,E175
Avionics,Aluminum,46,New,South America,Boeing,A320
Fuselage,Aluminum,8,Used,Europe,Embraer,737
Fuselage,Aluminum,48,Used,Europe,Embraer,G650
Engine,Composite,5,New,Africa,Airbus,A320
Landing Gear,Titanium,0,New,Australia,Gulfstream,737
Engine,Composite,6,New,Europe,Gulfstream,737
Wing,Steel,8,New,Australia,Airbus,737
Avionics,Titanium,37,New,South America,Boeing,737
Landing Gear,Aluminum,23,Used,Australia,Boeing,A320
Fuselage,Steel,3,New,Australia,Bombardier,E175
Wing,Steel,33,New,Asia,Cessna,737
Landing Gear,Steel,37,Used,Africa,Boeing,E175
Avionics,Steel,25,New,South America,Gulfstream,G650
Fuselage,Steel,26,Used,Australia,Cessna,E175
Landing Gear,Titanium,37,New,Australia,Boeing,G650
Avionics,Steel,14,New,Asia,Boeing,A320
Fuselage,Titanium,48,Used,Europe,Embraer,A320
Avionics,Composite,43,Used,Australia,Embraer,E175
Wing,Titanium,16,Used,Australia,Embraer,737
Landing Gear,Titanium,25,Used,Asia,Gulfstream,CRJ900
Fuselage,Aluminum,9,Used,Africa,Boeing,E175
Avionics,Aluminum,9,Used,South America,Cessna,737
Landing Gear,Titanium,30,Used,Europe,Cessna,737
Fuselage,Steel,23,Used,Europe,Airbus,Citation X
Engine,Composite,1,Used,Africa,Gulfstream,Citation X
Landing Gear,Titanium,47,New,Asia,Bombardier,A320
Landing Gear,Titanium,5,New,Europe,Airbus,E175
Avionics,Titanium,45,Used,Asia,Bombardier,737
Fuselage,Steel,24,New,Africa,Gulfstream,E175
Avionics,Aluminum,10,New,Australia,Boeing,Citation X
Fuselage,Composite,3,New,Asia,Boeing,Citation X
Wing,Composite,4,New,Australia,Gulfstream,A320
Avionics,Steel,31,New,South America,Boeing,E175
Wing,Titanium,9,New,Europe,Cessna,737
Landing Gear,Titanium,34,Used,Africa,Gulfstream,737
Avionics,Titanium,42,Used,Europe,Embraer,737
Wing,Aluminum,5,New,North America,Cessna,G650
Wing,Composite,28,Used,North America,Airbus,CRJ900
Fuselage,Titanium,1,Used,North America,Bombardier,CRJ900
Landing Gear,Titanium,16,New,North America,Boeing,G650
Fuselage,Composite,8,Used,Africa,Boeing,737
Engine,Titanium,39,New,South America,Embraer,A320
Fuselage,Aluminum,33,New,Europe,Airbus,A320
Landing Gear,Aluminum,17,New,South America,Airbus,A320
Fuselage,Titanium,37,Used,North America,Embraer,Citation X
Fuselage,Titanium,11,Used,Asia,Cessna,CRJ900
Avionics,Steel,45,Used,Australia,Airbus,Citation X
Wing,Steel,37,Used,Asia,Gulfstream,CRJ900
Engine,Composite,39,New,North America,Cessna,E175
Wing,Aluminum,28,Used,South America,Cessna,Citation X
Fuselage,Titanium,14,Used,North America,Embraer,737
Wing,Aluminum,11,New,South America,Embraer,Citation X
Wing,Aluminum,34,Used,Europe,Bombardier,CRJ900
Wing,Aluminum,11,New,North America,Embraer,G650
Wing,Composite,0,New,Australia,Airbus,737
Engine,Aluminum,44,New,North America,Bombardier,Citation X
Landing Gear,Titanium,48,Used,Europe,Boeing,Citation X
Wing,Composite,2,New,Asia,Airbus,E175
Landing Gear,Aluminum,9,New,Asia,Cessna,G650
Fuselage,Titanium,3,New,Australia,Gulfstream,Citation X
Fuselage,Steel,10,New,South America,Embraer,CRJ900
Avionics,Steel,18,Used,Australia,Embraer,G650
Engine,Steel,28,New,Australia,Bombardier,A320
Fuselage,Titanium,1,New,Asia,Boeing,E175
Engine,Composite,43,Used,Asia,Cessna,CRJ900
Engine,Aluminum,49,Used,Europe,Bombardier,E175
Avionics,Steel,44,Used,Asia,Cessna,A320
Wing,Composite,7,Used,Asia,Gulfstream,E175
Fuselage,Composite,42,New,North America,Bombardier,737
Engine,Steel,21,Used,South America,Cessna,G650
Landing Gear,Steel,39,Used,Europe,Boeing,Citation X
Fuselage,Titanium,5,New,Africa,Bombardier,737
Engine,Composite,31,New,South America,Gulfstream,Citation X
Wing,Aluminum,35,Used,Asia,Cessna,CRJ900
Fuselage,Aluminum,16,New,Europe,Gulfstream,G650
Avionics,Steel,43,New,Asia,Gulfstream,737
Wing,Steel,47,New,Asia,Gulfstream,E175
Landing Gear,Composite,40,Used,Australia,Cessna,Citation X
Avionics,Steel,1,Used,South America,Boeing,A320
Wing,Titanium,24,Used,Africa,Gulfstream,G650
Engine,Aluminum,47,New,Europe,Gulfstream,Citation X
Wing,Aluminum,18,Used,Europe,Gulfstream,CRJ900
Landing Gear,Steel,49,Used,Europe,Boeing,Citation X
Avionics,Steel,19,Used,Africa,Airbus,CRJ900
Avionics,Aluminum,23,Used,North America,Boeing,G650
Avionics,Steel,33,New,North America,Cessna,Citation X
Wing,Composite,44,Used,Australia,Gulfstream,CRJ900
Avionics,Aluminum,17,New,Europe,Airbus,CRJ900
Fuselage,Composite,43,New,Europe,Embraer,G650
Engine,Titanium,34,New,South America,Gulfstream,737
Landing Gear,Titanium,23,Used,North America,Embraer,A320
Fuselage,Composite,25,New,North America,Boeing,A320
Avionics,Titanium,35,Used,Asia,Gulfstream,CRJ900
Engine,Composite,22,New,Asia,Gulfstream,737
Fuselage,Composite,40,Used,North America,Boeing,E175
Engine,Composite,3,New,Europe,Gulfstream,CRJ900
Engine,Steel,16,Used,North America,Embraer,E175
Fuselage,Aluminum,13,Used,Australia,Boeing,Citation X
Fuselage,Aluminum,47,New,Australia,Bombardier,E175
Avionics,Composite,5,Used,Asia,Embraer,Citation X
Avionics,Steel,30,Used,South America,Embraer,G650
Avionics,Steel,19,New,Africa,Bombardier,Citation X
Landing Gear,Aluminum,40,Used,Australia,Boeing,CRJ900
Avionics,Aluminum,21,New,North America,Cessna,A320
Avionics,Steel,31,Used,Africa,Airbus,A320
Fuselage,Aluminum,47,New,Europe,Cessna,G650
Wing,Aluminum,14,New,Africa,Bombardier,A320
Wing,Titanium,24,Used,North America,Gulfstream,E175
Engine,Aluminum,25,Used,Europe,Airbus,E175
Avionics,Aluminum,3,New,South America,Gulfstream,A320
Landing Gear,Steel,31,Used,Asia,Bombardier,737
Avionics,Composite,10,Used,Australia,Bombardier,G650
Engine,Titanium,32,Used,Europe,Embraer,737
Fuselage,Aluminum,43,Used,South America,Embraer,737
Wing,Composite,6,New,Australia,Embraer,G650
Wing,Composite,20,Used,Africa,Embraer,Citation X
Landing Gear,Aluminum,21,New,Asia,Bombardier,CRJ900
Engine,Aluminum,22,New,Australia,Airbus,CRJ900
Landing Gear,Steel,28,Used,Asia,Boeing,737
Engine,Aluminum,30,Used,North America,Airbus,CRJ900
Fuselage,Composite,2,Used,Europe,Bombardier,737
Avionics,Composite,13,Used,Asia,Boeing,G650
Landing Gear,Steel,41,New,North America,Boeing,G650
Engine,Steel,6,Used,Asia,Embraer,Citation X
Wing,Composite,31,Used,North America,Embraer,A320
Fuselage,Titanium,32,Used,Africa,Boeing,CRJ900
Fuselage,Steel,41,New,Africa,Boeing,CRJ900
Avionics,Titanium,29,New,Australia,Embraer,Citation X
Avionics,Steel,14,Used,South America,Bombardier,A320
Avionics,Aluminum,39,New,Europe,Bombardier,A320
Landing Gear,Steel,24,New,Africa,Cessna,Citation X
Wing,Titanium,41,Used,Asia,Boeing,G650
Engine,Titanium,39,Used,Europe,Embraer,Citation X
Avionics,Steel,31,Used,Australia,Boeing,G650
Fuselage,Steel,0,New,Asia,Embraer,CRJ900
Wing,Aluminum,10,New,Africa,Boeing,E175
Fuselage,Titanium,22,Used,Africa,Cessna,CRJ900
Wing,Steel,46,Used,Europe,Embraer,G650
Landing Gear,Composite,4,Used,North America,Embraer,CRJ900
Landing Gear,Titanium,24,Used,Africa,Bombardier,E175
Engine,Titanium,35,Used,Europe,Bombardier,CRJ900
Landing Gear,Titanium,37,Used,Asia,Cessna,E175
Landing Gear,Titanium,15,New,Australia,Bombardier,737
Wing,Titanium,31,New,South America,Cessna,CRJ900
Landing Gear,Titanium,40,Used,Africa,Embraer,A320
Engine,Aluminum,22,New,Australia,Boeing,A320
Engine,Steel,8,New,Europe,Cessna,A320
Wing,Steel,17,Used,Australia,Airbus,E175
Engine,Aluminum,4,New,Australia,Cessna,737
Landing Gear,Titanium,19,New,Asia,Gulfstream,CRJ900
Wing,Composite,11,Used,Europe,Cessna,Citation X
Avionics,Aluminum,33,New,Australia,Embraer,G650
Avionics,Aluminum,6,Used,North America,Airbus,A320
Avionics,Composite,14,Used,South America,Boeing,CRJ900
Landing Gear,Steel,18,New,Asia,Bombardier,CRJ900
Avionics,Steel,32,New,Africa,Boeing,A320
Avionics,Aluminum,45,New,North America,Boeing,A320
Avionics,Aluminum,42,New,Australia,Gulfstream,A320
Avionics,Composite,8,New,North America,Airbus,A320
Engine,Steel,11,New,Africa,Embraer,737
Landing Gear,Aluminum,21,Used,North America,Embraer,737
Fuselage,Steel,30,Used,Australia,Boeing,E175
Engine,Composite,44,Used,South America,Embraer,Citation X
Fuselage,Aluminum,41,Used,Asia,Cessna,CRJ900
Landing Gear,Steel,13,Used,Australia,Cessna,737
Wing,Steel,46,New,Europe,Cessna,A320
Fuselage,Steel,47,New,Africa,Airbus,Citation X
Engine,Steel,16,Used,Africa,Bombardier,G650
Fuselage,Steel,42,New,North America,Cessna,Citation X
Engine,Aluminum,21,New,Europe,Gulfstream,Citation X
Fuselage,Steel,41,New,Africa,Cessna,Citation X
Wing,Aluminum,33,New,North America,Boeing,737
Fuselage,Steel,45,New,Australia,Embraer,737
Avionics,Titanium,31,New,North America,Embraer,CRJ900
Avionics,Composite,45,Used,Africa,Airbus,CRJ900
Engine,Titanium,19,Used,Asia,Airbus,A320
Avionics,Aluminum,43,Used,Australia,Cessna,CRJ900
Avionics,Composite,0,New,Asia,Airbus,G650
Avionics,Steel,47,Used,Asia,Boeing,E175
Landing Gear,Composite,24,New,Australia,Bombardier,G650
Engine,Aluminum,12,New,Africa,Cessna,A320
Fuselage,Steel,10,Used,South America,Embraer,Citation X
Wing,Composite,46,New,South America,Gulfstream,E175
Landing Gear,Composite,33,New,South America,Gulfstream,Citation X
Avionics,Aluminum,39,New,Africa,Embraer,737
Avionics,Steel,6,Used,North America,Bombardier,Citation X
Avionics,Composite,40,New,North America,Boeing,A320
Avionics,Steel,42,Used,Africa,Airbus,CRJ900
Landing Gear,Steel,31,New,Africa,Embraer,737
Fuselage,Titanium,42,New,Australia,Airbus,A320
Avionics,Steel,0,New,Asia,Gulfstream,737
Fuselage,Steel,13,Used,Asia,Cessna,A320
Engine,Aluminum,34,New,Africa,Gulfstream,737
Fuselage,Titanium,6,Used,Europe,Embraer,737
Fuselage,Titanium,15,New,Australia,Cessna,CRJ900
Landing Gear,Titanium,4,Used,Australia,Boeing,CRJ900
Wing,Steel,24,Used,Australia,Boeing,E175
Fuselage,Titanium,41,New,Europe,Bombardier,A320
Fuselage,Steel,33,Used,North America,Bombardier,737
Wing,Steel,12,New,North America,Boeing,E175
Wing,Aluminum,3,New,Australia,Embraer,Citation X
Landing Gear,Steel,8,New,South America,Embraer,737
Landing Gear,Aluminum,18,Used,South America,Cessna,CRJ900
Fuselage,Titanium,27,New,Africa,Cessna,E175
Avionics,Composite,0,New,North America,Gulfstream,G650
Landing Gear,Steel,18,Used,North America,Bombardier,737
Landing Gear,Steel,39,Used,Australia,Airbus,E175
Landing Gear,Steel,23,Used,Europe,Boeing,737
Fuselage,Composite,39,New,Europe,Bombardier,G650
Avionics,Steel,23,Used,Africa,Airbus,Citation X
Wing,Steel,15,Used,North America,Embraer,G650
Avionics,Titanium,46,Used,Asia,Embraer,A320
Avionics,Composite,13,New,North America,Embraer,E175
Landing Gear,Titanium,39,New,Africa,Cessna,E175
Avionics,Steel,18,Used,South America,Airbus,737
Engine,Aluminum,5,New,Europe,Bombardier,CRJ900
Landing Gear,Aluminum,45,Used,Asia,Airbus,CRJ900
Fuselage,Titanium,46,Used,Europe,Airbus,737
Fuselage,Composite,26,New,Africa,Embraer,A320
Fuselage,Aluminum,11,New,Australia,Airbus,CRJ900
Wing,Aluminum,42,New,Africa,Cessna,737
Wing,Composite,23,New,Africa,Airbus,CRJ900
